Date,Commodity,Ticker,Adj Close,Close,High,Low,Open,Volume
2024-08-28,Silver,SI=F,29.176000595092773,29.176000595092773,29.176000595092773,29.176000595092773,29.176000595092773,42397
2024-08-29,Silver,SI=F,29.55699920654297,29.55699920654297,29.655000686645508,29.110000610351562,29.110000610351562,7849
2024-08-30,Silver,SI=F,28.731000900268555,28.731000900268555,29.55500030517578,28.709999084472656,29.3799991607666,488
2024-09-03,Silver,SI=F,27.951000213623047,27.951000213623047,28.565000534057617,27.69499969482422,28.354999542236328,292
2024-09-04,Silver,SI=F,28.16699981689453,28.16699981689453,28.21500015258789,27.885000228881836,27.885000228881836,237
2024-09-05,Silver,SI=F,28.719999313354492,28.719999313354492,28.770000457763672,28.19499969482422,28.19499969482422,299
2024-09-06,Silver,SI=F,27.808000564575195,27.808000564575195,28.584999084472656,27.808000564575195,28.584999084472656,72
2024-09-09,Silver,SI=F,28.291000366210938,28.291000366210938,28.34000015258789,28.049999237060547,28.084999084472656,72
2024-09-10,Silver,SI=F,28.256999969482422,28.256999969482422,28.256999969482422,28.204999923706055,28.2450008392334,20
2024-09-11,Silver,SI=F,28.562999725341797,28.562999725341797,28.68000030517578,28.4950008392334,28.4950008392334,18
2024-09-12,Silver,SI=F,29.743000030517578,29.743000030517578,29.799999237060547,28.790000915527344,28.80500030517578,33
2024-09-13,Silver,SI=F,30.698999404907227,30.698999404907227,30.770000457763672,29.979999542236328,29.979999542236328,66
2024-09-16,Silver,SI=F,30.770999908447266,30.770999908447266,31.014999389648438,30.764999389648438,30.885000228881836,116
2024-09-17,Silver,SI=F,30.618999481201172,30.618999481201172,30.700000762939453,30.618999481201172,30.618999481201172,52
2024-09-18,Silver,SI=F,30.340999603271484,30.340999603271484,30.729999542236328,30.299999237060547,30.65999984741211,86
2024-09-19,Silver,SI=F,31.0939998626709,31.0939998626709,31.0939998626709,30.049999237060547,30.049999237060547,26
2024-09-20,Silver,SI=F,31.176000595092773,31.176000595092773,31.200000762939453,31.065000534057617,31.065000534057617,3
2024-09-23,Silver,SI=F,30.767000198364258,30.767000198364258,30.864999771118164,30.6299991607666,30.6299991607666,70
2024-09-24,Silver,SI=F,32.111000061035156,32.111000061035156,32.111000061035156,30.825000762939453,30.860000610351562,35
2024-09-25,Silver,SI=F,31.697999954223633,31.697999954223633,31.989999771118164,31.697999954223633,31.80500030517578,38
2024-09-26,Silver,SI=F,32.025001525878906,32.025001525878906,32.25,32.025001525878906,32.23500061035156,301
2024-09-27,Silver,SI=F,31.518999099731445,31.518999099731445,32.13999938964844,31.44499969482422,31.815000534057617,120
2024-09-30,Silver,SI=F,31.163999557495117,31.163999557495117,31.604999542236328,31.1200008392334,31.604999542236328,73
2024-10-01,Silver,SI=F,31.44499969482422,31.44499969482422,31.594999313354492,31.309999465942383,31.350000381469727,86
2024-10-02,Silver,SI=F,31.628000259399414,31.628000259399414,31.700000762939453,31.05500030517578,31.05500030517578,24
2024-10-03,Silver,SI=F,32.18899917602539,32.18899917602539,32.18899917602539,31.440000534057617,31.459999084472656,146
2024-10-04,Silver,SI=F,32.12799835205078,32.12799835205078,32.86000061035156,31.610000610351562,32.095001220703125,156
2024-10-07,Silver,SI=F,31.7450008392334,31.7450008392334,31.7450008392334,31.59000015258789,31.59000015258789,1
2024-10-08,Silver,SI=F,30.354999542236328,30.354999542236328,31.385000228881836,30.354999542236328,31.385000228881836,21
2024-10-09,Silver,SI=F,30.424999237060547,30.424999237060547,30.485000610351562,30.424999237060547,30.485000610351562,2
2024-10-10,Silver,SI=F,31.0049991607666,31.0049991607666,31.0049991607666,31.0049991607666,31.0049991607666,4
2024-10-11,Silver,SI=F,31.520000457763672,31.520000457763672,31.53499984741211,31.520000457763672,31.53499984741211,15
2024-10-14,Silver,SI=F,31.08300018310547,31.08300018310547,31.200000762939453,31.08300018310547,31.08300018310547,2
2024-10-15,Silver,SI=F,31.527000427246094,31.527000427246094,31.527000427246094,31.527000427246094,31.527000427246094,0
2024-10-16,Silver,SI=F,31.760000228881836,31.760000228881836,31.760000228881836,31.645000457763672,31.649999618530273,25
2024-10-17,Silver,SI=F,31.572999954223633,31.572999954223633,31.854999542236328,31.572999954223633,31.68000030517578,26
2024-10-18,Silver,SI=F,33.03200149536133,33.03200149536133,33.68000030517578,33.03200149536133,33.03200149536133,33
2024-10-21,Silver,SI=F,33.86899948120117,33.86899948120117,34.255001068115234,33.8650016784668,33.8650016784668,58
2024-10-22,Silver,SI=F,34.83100128173828,34.83100128173828,34.834999084472656,34.42499923706055,34.474998474121094,80
2024-10-23,Silver,SI=F,33.63999938964844,33.63999938964844,34.55500030517578,33.63999938964844,34.55500030517578,6
2024-10-24,Silver,SI=F,33.611000061035156,33.611000061035156,34.13999938964844,33.611000061035156,34.13999938964844,24
2024-10-25,Silver,SI=F,33.60300064086914,33.60300064086914,33.70500183105469,33.25,33.25,22
2024-10-28,Silver,SI=F,33.83000183105469,33.83000183105469,33.83000183105469,33.77000045776367,33.77000045776367,3
2024-10-29,Silver,SI=F,34.26900100708008,34.26900100708008,34.26900100708008,34.26900100708008,34.26900100708008,133
2024-10-30,Silver,SI=F,33.91400146484375,33.91400146484375,34.16999816894531,33.540000915527344,34.119998931884766,79
2024-10-31,Silver,SI=F,32.65299987792969,32.65299987792969,33.525001525878906,32.59000015258789,33.525001525878906,37
2024-11-01,Silver,SI=F,32.54199981689453,32.54199981689453,32.54199981689453,32.400001525878906,32.54199981689453,98
2024-11-04,Silver,SI=F,32.47999954223633,32.47999954223633,32.47999954223633,32.47999954223633,32.47999954223633,0
2024-11-05,Silver,SI=F,32.654998779296875,32.654998779296875,32.654998779296875,32.654998779296875,32.654998779296875,6
2024-11-06,Silver,SI=F,31.22100067138672,31.22100067138672,32.040000915527344,31.0,32.040000915527344,6
2024-11-07,Silver,SI=F,31.764999389648438,31.764999389648438,31.764999389648438,31.44499969482422,31.44499969482422,222
2024-11-08,Silver,SI=F,31.358999252319336,31.358999252319336,31.4950008392334,31.344999313354492,31.4950008392334,3
2024-11-11,Silver,SI=F,30.540000915527344,30.540000915527344,31.114999771118164,30.5,31.114999771118164,69
2024-11-12,Silver,SI=F,30.68600082397461,30.68600082397461,30.68600082397461,30.309999465942383,30.309999465942383,5
2024-11-13,Silver,SI=F,30.59000015258789,30.59000015258789,30.969999313354492,30.43000030517578,30.969999313354492,5
2024-11-14,Silver,SI=F,30.507999420166016,30.507999420166016,30.56999969482422,29.735000610351562,30.170000076293945,38
2024-11-15,Silver,SI=F,30.371000289916992,30.371000289916992,30.371000289916992,30.2450008392334,30.31999969482422,2
2024-11-18,Silver,SI=F,31.163000106811523,31.163000106811523,31.163000106811523,31.163000106811523,31.163000106811523,6
2024-11-19,Silver,SI=F,31.20800018310547,31.20800018310547,31.475000381469727,31.149999618530273,31.454999923706055,10
2024-11-20,Silver,SI=F,30.95599937438965,30.95599937438965,31.18000030517578,30.95599937438965,31.18000030517578,7
2024-11-21,Silver,SI=F,30.91200065612793,30.91200065612793,30.94499969482422,30.75,30.94499969482422,30
2024-11-22,Silver,SI=F,31.30900001525879,31.30900001525879,31.30900001525879,31.260000228881836,31.299999237060547,5
2024-11-25,Silver,SI=F,30.209999084472656,30.209999084472656,30.815000534057617,30.209999084472656,30.815000534057617,12
2024-11-26,Silver,SI=F,30.38800048828125,30.38800048828125,30.38800048828125,30.38800048828125,30.38800048828125,55215
2024-11-27,Silver,SI=F,30.111000061035156,30.111000061035156,30.75,29.989999771118164,30.489999771118164,19729
2024-11-29,Silver,SI=F,30.684999465942383,30.684999465942383,30.950000762939453,29.655000686645508,30.135000228881836,2230
2024-12-02,Silver,SI=F,30.448999404907227,30.448999404907227,30.670000076293945,30.170000076293945,30.510000228881836,158
2024-12-03,Silver,SI=F,31.07699966430664,31.07699966430664,31.110000610351562,30.8700008392334,30.934999465942383,211
2024-12-04,Silver,SI=F,31.5049991607666,31.5049991607666,31.5049991607666,30.920000076293945,31.155000686645508,504
2024-12-05,Silver,SI=F,31.134000778198242,31.134000778198242,31.475000381469727,31.134000778198242,31.290000915527344,211
2024-12-06,Silver,SI=F,31.18600082397461,31.18600082397461,31.334999084472656,31.079999923706055,31.299999237060547,35
2024-12-09,Silver,SI=F,32.215999603271484,32.215999603271484,32.51499938964844,31.440000534057617,31.440000534057617,642
2024-12-10,Silver,SI=F,32.362998962402344,32.362998962402344,32.362998962402344,32.03499984741211,32.10499954223633,689
2024-12-11,Silver,SI=F,32.5620002746582,32.5620002746582,32.5620002746582,32.20500183105469,32.34000015258789,484
2024-12-12,Silver,SI=F,31.22800064086914,31.22800064086914,32.77000045776367,31.225000381469727,32.529998779296875,108
2024-12-13,Silver,SI=F,30.655000686645508,30.655000686645508,31.0,30.559999465942383,31.0,47
2024-12-16,Silver,SI=F,30.69700050354004,30.69700050354004,30.815000534057617,30.68000030517578,30.815000534057617,36
2024-12-17,Silver,SI=F,30.572999954223633,30.572999954223633,30.572999954223633,30.290000915527344,30.344999313354492,365
2024-12-18,Silver,SI=F,30.40999984741211,30.40999984741211,30.440000534057617,29.8799991607666,30.440000534057617,290
2024-12-19,Silver,SI=F,29.0939998626709,29.0939998626709,29.614999771118164,28.854999542236328,29.604999542236328,81
2024-12-20,Silver,SI=F,29.65999984741211,29.65999984741211,29.844999313354492,29.104999542236328,29.165000915527344,61
2024-12-23,Silver,SI=F,29.88800048828125,29.88800048828125,29.989999771118164,29.88800048828125,29.895000457763672,54
2024-12-24,Silver,SI=F,29.974000930786133,29.974000930786133,29.974000930786133,29.974000930786133,29.974000930786133,66
2024-12-26,Silver,SI=F,30.047000885009766,30.047000885009766,30.114999771118164,29.979999542236328,30.014999389648438,109
2024-12-27,Silver,SI=F,29.655000686645508,29.655000686645508,29.934999465942383,29.604999542236328,29.934999465942383,502
2024-12-30,Silver,SI=F,29.106000900268555,29.106000900268555,29.719999313354492,28.989999771118164,29.65999984741211,200
2024-12-31,Silver,SI=F,28.940000534057617,28.940000534057617,29.170000076293945,28.940000534057617,29.135000228881836,172
2025-01-02,Silver,SI=F,29.621999740600586,29.621999740600586,29.71500015258789,29.260000228881836,29.260000228881836,307
2025-01-03,Silver,SI=F,29.805999755859375,29.805999755859375,30.079999923706055,29.805999755859375,30.079999923706055,91
2025-01-06,Silver,SI=F,30.341999053955078,30.341999053955078,30.459999084472656,29.959999084472656,30.3700008392334,186
2025-01-07,Silver,SI=F,30.44700050354004,30.44700050354004,30.44700050354004,30.44700050354004,30.44700050354004,6
2025-01-08,Silver,SI=F,30.45199966430664,30.45199966430664,30.649999618530273,30.280000686645508,30.524999618530273,46
2025-01-09,Silver,SI=F,30.791000366210938,30.791000366210938,30.96500015258789,30.735000610351562,30.96500015258789,192
2025-01-10,Silver,SI=F,31.090999603271484,31.090999603271484,31.53499984741211,31.09000015258789,31.53499984741211,60
2025-01-13,Silver,SI=F,30.090999603271484,30.090999603271484,30.274999618530273,30.090999603271484,30.274999618530273,2
2025-01-14,Silver,SI=F,30.131999969482422,30.131999969482422,30.19499969482422,30.131999969482422,30.19499969482422,66
2025-01-15,Silver,SI=F,31.319000244140625,31.319000244140625,31.350000381469727,30.875,30.8799991607666,21
2025-01-16,Silver,SI=F,31.523000717163086,31.523000717163086,31.674999237060547,31.329999923706055,31.385000228881836,109
2025-01-17,Silver,SI=F,30.951000213623047,30.951000213623047,31.209999084472656,30.951000213623047,31.200000762939453,5
2025-01-21,Silver,SI=F,31.31100082397461,31.31100082397461,31.31100082397461,30.774999618530273,30.799999237060547,215
2025-01-22,Silver,SI=F,31.23900032043457,31.23900032043457,31.23900032043457,30.9950008392334,30.9950008392334,7
2025-01-23,Silver,SI=F,30.67300033569336,30.67300033569336,30.67300033569336,30.399999618530273,30.399999618530273,2
2025-01-24,Silver,SI=F,31.023000717163086,31.023000717163086,31.075000762939453,30.989999771118164,31.075000762939453,112
2025-01-27,Silver,SI=F,30.253999710083008,30.253999710083008,30.253999710083008,30.253999710083008,30.253999710083008,111
2025-01-28,Silver,SI=F,30.726999282836914,30.726999282836914,30.726999282836914,30.364999771118164,30.364999771118164,132
2025-01-29,Silver,SI=F,31.238000869750977,31.238000869750977,31.238000869750977,31.238000869750977,31.238000869750977,263
2025-01-30,Silver,SI=F,32.36399841308594,32.36399841308594,32.599998474121094,31.469999313354492,31.479999542236328,557
2025-01-31,Silver,SI=F,32.12799835205078,32.12799835205078,32.7599983215332,32.11000061035156,32.67499923706055,162
2025-02-03,Silver,SI=F,32.391998291015625,32.391998291015625,32.459999084472656,31.6299991607666,32.14500045776367,444
2025-02-04,Silver,SI=F,32.88800048828125,32.88800048828125,32.88800048828125,32.1150016784668,32.209999084472656,744
2025-02-05,Silver,SI=F,32.856998443603516,32.856998443603516,32.856998443603516,32.6349983215332,32.80500030517578,42
2025-02-06,Silver,SI=F,32.518001556396484,32.518001556396484,32.518001556396484,32.3849983215332,32.5,651
2025-02-07,Silver,SI=F,32.334999084472656,32.334999084472656,32.7400016784668,32.11000061035156,32.7400016784668,172
2025-02-10,Silver,SI=F,32.391998291015625,32.391998291015625,32.391998291015625,32.310001373291016,32.310001373291016,456
2025-02-11,Silver,SI=F,32.23099899291992,32.23099899291992,32.2599983215332,31.635000228881836,32.11000061035156,23
2025-02-12,Silver,SI=F,32.69499969482422,32.69499969482422,32.755001068115234,31.96500015258789,31.96500015258789,80
2025-02-13,Silver,SI=F,32.650001525878906,32.650001525878906,32.880001068115234,32.53499984741211,32.834999084472656,119
2025-02-14,Silver,SI=F,32.80099868774414,32.80099868774414,34.08000183105469,32.75,33.744998931884766,153
2025-02-18,Silver,SI=F,33.31700134277344,33.31700134277344,33.36000061035156,32.7599983215332,32.7599983215332,201
2025-02-19,Silver,SI=F,32.99300003051758,32.99300003051758,33.560001373291016,32.99300003051758,33.560001373291016,21
2025-02-20,Silver,SI=F,33.444000244140625,33.444000244140625,33.444000244140625,33.444000244140625,33.444000244140625,0
2025-02-21,Silver,SI=F,32.97600173950195,32.97600173950195,33.32500076293945,32.97600173950195,33.32500076293945,96
2025-02-24,Silver,SI=F,32.57500076293945,32.57500076293945,32.85499954223633,32.57500076293945,32.834999084472656,115
2025-02-25,Silver,SI=F,31.801000595092773,31.801000595092773,32.439998626708984,31.801000595092773,32.125,72
2025-02-26,Silver,SI=F,32.25299835205078,32.25299835205078,32.25299835205078,32.25299835205078,32.25299835205078,36515
2025-02-27,Silver,SI=F,31.801000595092773,31.801000595092773,32.290000915527344,31.469999313354492,32.23500061035156,10140
2025-02-28,Silver,SI=F,31.2189998626709,31.2189998626709,31.645000457763672,31.084999084472656,31.575000762939453,1641
2025-03-03,Silver,SI=F,32.03200149536133,32.03200149536133,32.209999084472656,31.375,31.434999465942383,872
2025-03-04,Silver,SI=F,32.108001708984375,32.108001708984375,32.290000915527344,31.770000457763672,31.84000015258789,762
2025-03-05,Silver,SI=F,32.858001708984375,32.858001708984375,33.0,32.16999816894531,32.16999816894531,912
2025-03-06,Silver,SI=F,33.0629997253418,33.0629997253418,33.0629997253418,32.630001068115234,32.97999954223633,370
2025-03-07,Silver,SI=F,32.54800033569336,32.54800033569336,32.93000030517578,32.404998779296875,32.93000030517578,926
2025-03-10,Silver,SI=F,32.275001525878906,32.275001525878906,32.76499938964844,32.10499954223633,32.76499938964844,300
2025-03-11,Silver,SI=F,32.88800048828125,32.88800048828125,33.1349983215332,32.27000045776367,32.29499816894531,243
2025-03-12,Silver,SI=F,33.48400115966797,33.48400115966797,33.5,33.189998626708984,33.244998931884766,689
2025-03-13,Silver,SI=F,34.05099868774414,34.05099868774414,34.404998779296875,33.349998474121094,33.3849983215332,345
2025-03-14,Silver,SI=F,34.1870002746582,34.1870002746582,34.55500030517578,34.05500030517578,34.244998931884766,191
2025-03-17,Silver,SI=F,34.07400131225586,34.07400131225586,34.1150016784668,33.96500015258789,34.040000915527344,333
2025-03-18,Silver,SI=F,34.57899856567383,34.57899856567383,34.57899856567383,34.404998779296875,34.5,15
2025-03-19,Silver,SI=F,33.974998474121094,33.974998474121094,34.39500045776367,33.974998474121094,34.39500045776367,193
2025-03-20,Silver,SI=F,33.7859992980957,33.7859992980957,33.810001373291016,33.689998626708984,33.689998626708984,257
2025-03-21,Silver,SI=F,33.290000915527344,33.290000915527344,33.290000915527344,33.290000915527344,33.290000915527344,189
2025-03-24,Silver,SI=F,33.26499938964844,33.26499938964844,33.47999954223633,33.26499938964844,33.474998474121094,88
2025-03-25,Silver,SI=F,34.00199890136719,34.00199890136719,34.09000015258789,33.459999084472656,33.459999084472656,14
2025-03-26,Silver,SI=F,34.03300094604492,34.03300094604492,34.30500030517578,33.994998931884766,34.30500030517578,134
2025-03-27,Silver,SI=F,34.89699935913086,34.89699935913086,34.89699935913086,34.89699935913086,34.89699935913086,1017
2025-03-28,Silver,SI=F,34.64400100708008,34.64400100708008,35.26499938964844,34.560001373291016,35.26499938964844,316
2025-03-31,Silver,SI=F,34.457000732421875,34.457000732421875,35.0,34.400001525878906,34.7599983215332,97
2025-04-01,Silver,SI=F,34.15800094604492,34.15800094604492,34.665000915527344,34.15800094604492,34.599998474121094,97
2025-04-02,Silver,SI=F,34.499000549316406,34.499000549316406,34.85499954223633,34.499000549316406,34.499000549316406,558
2025-04-03,Silver,SI=F,31.8439998626709,31.8439998626709,34.1349983215332,31.625,34.1349983215332,63
2025-04-04,Silver,SI=F,29.115999221801758,29.115999221801758,31.5,29.115999221801758,31.440000534057617,61
2025-04-07,Silver,SI=F,29.510000228881836,29.510000228881836,30.459999084472656,28.309999465942383,28.450000762939453,310
2025-04-08,Silver,SI=F,29.591999053955078,29.591999053955078,30.31999969482422,29.591999053955078,29.764999389648438,64
2025-04-09,Silver,SI=F,30.322999954223633,30.322999954223633,30.322999954223633,29.2549991607666,29.350000381469727,137
2025-04-10,Silver,SI=F,30.67099952697754,30.67099952697754,31.049999237060547,30.67099952697754,31.030000686645508,4
2025-04-11,Silver,SI=F,31.823999404907227,31.823999404907227,31.823999404907227,31.114999771118164,31.114999771118164,24
2025-04-14,Silver,SI=F,32.09199905395508,32.09199905395508,32.09199905395508,31.799999237060547,31.799999237060547,17
2025-04-15,Silver,SI=F,32.22700119018555,32.22700119018555,32.22700119018555,32.22700119018555,32.22700119018555,45
2025-04-16,Silver,SI=F,32.92599868774414,32.92599868774414,33.025001525878906,32.755001068115234,33.025001525878906,97
2025-04-17,Silver,SI=F,32.41999816894531,32.41999816894531,32.58000183105469,32.09000015258789,32.334999084472656,168
2025-04-21,Silver,SI=F,32.49599838256836,32.49599838256836,32.78499984741211,32.49599838256836,32.650001525878906,56
2025-04-22,Silver,SI=F,32.880001068115234,32.880001068115234,32.880001068115234,32.880001068115234,32.880001068115234,1
2025-04-23,Silver,SI=F,33.518001556396484,33.518001556396484,33.54999923706055,33.518001556396484,33.54999923706055,52
2025-04-24,Silver,SI=F,33.481998443603516,33.481998443603516,33.481998443603516,33.32500076293945,33.32500076293945,93
2025-04-25,Silver,SI=F,32.98899841308594,32.98899841308594,32.98899841308594,32.98899841308594,32.98899841308594,93
2025-04-28,Silver,SI=F,32.9900016784668,32.9900016784668,32.9900016784668,32.9900016784668,32.9900016784668,38963
2025-04-29,Silver,SI=F,33.275001525878906,33.275001525878906,33.51499938964844,32.81999969482422,33.095001220703125,9484
2025-04-30,Silver,SI=F,32.53099822998047,32.53099822998047,32.9900016784668,32.1349983215332,32.88999938964844,622
2025-05-01,Silver,SI=F,32.18899917602539,32.18899917602539,32.55500030517578,31.684999465942383,32.54499816894531,556
2025-05-02,Silver,SI=F,31.98900032043457,31.98900032043457,32.67499923706055,31.90999984741211,32.3849983215332,74
2025-05-05,Silver,SI=F,32.20500183105469,32.20500183105469,32.47999954223633,31.915000915527344,31.920000076293945,224
2025-05-06,Silver,SI=F,33.112998962402344,33.112998962402344,33.189998626708984,32.650001525878906,32.650001525878906,227
2025-05-07,Silver,SI=F,32.53099822998047,32.53099822998047,32.80500030517578,32.19499969482422,32.80500030517578,253
2025-05-08,Silver,SI=F,32.37799835205078,32.37799835205078,32.44499969482422,32.275001525878906,32.275001525878906,526
2025-05-09,Silver,SI=F,32.67599868774414,32.67599868774414,32.72999954223633,32.67599868774414,32.67599868774414,7
2025-05-12,Silver,SI=F,32.38800048828125,32.38800048828125,32.8650016784668,31.93000030517578,32.584999084472656,90
2025-05-13,Silver,SI=F,32.86800003051758,32.86800003051758,33.20500183105469,32.80500030517578,33.20000076293945,28
2025-05-14,Silver,SI=F,32.22600173950195,32.22600173950195,32.255001068115234,32.084999084472656,32.2400016784668,57
2025-05-15,Silver,SI=F,32.48099899291992,32.48099899291992,32.48099899291992,32.48099899291992,32.48099899291992,2
2025-05-16,Silver,SI=F,32.15800094604492,32.15800094604492,32.2400016784668,31.90999984741211,32.19499969482422,100
2025-05-19,Silver,SI=F,32.3129997253418,32.3129997253418,32.56999969482422,32.209999084472656,32.439998626708984,217
2025-05-20,Silver,SI=F,32.97999954223633,32.97999954223633,33.064998626708984,32.06999969482422,32.119998931884766,35
2025-05-21,Silver,SI=F,33.4630012512207,33.4630012512207,33.57500076293945,33.04499816894531,33.04499816894531,217
2025-05-22,Silver,SI=F,33.047000885009766,33.047000885009766,33.57500076293945,32.84000015258789,33.57500076293945,16
2025-05-23,Silver,SI=F,33.44200134277344,33.44200134277344,33.53499984741211,33.099998474121094,33.099998474121094,44
2025-05-27,Silver,SI=F,33.145999908447266,33.145999908447266,33.22999954223633,32.94499969482422,33.22999954223633,203
2025-05-28,Silver,SI=F,33.0,33.0,33.14500045776367,32.95500183105469,33.14500045776367,656
2025-05-29,Silver,SI=F,33.28300094604492,33.28300094604492,33.439998626708984,32.65999984741211,32.90999984741211,686
2025-05-30,Silver,SI=F,32.891998291015625,32.891998291015625,32.974998474121094,32.891998291015625,32.974998474121094,380
2025-06-02,Silver,SI=F,34.5629997253418,34.5629997253418,34.790000915527344,33.45000076293945,33.45000076293945,188
2025-06-03,Silver,SI=F,34.50299835205078,34.50299835205078,34.50299835205078,34.314998626708984,34.314998626708984,14
2025-06-04,Silver,SI=F,34.51900100708008,34.51900100708008,34.51900100708008,34.38999938964844,34.38999938964844,164
2025-06-05,Silver,SI=F,35.68899917602539,35.68899917602539,36.025001525878906,35.29999923706055,35.30500030517578,55
2025-06-06,Silver,SI=F,36.025001525878906,36.025001525878906,36.35499954223633,35.6349983215332,35.654998779296875,367
2025-06-09,Silver,SI=F,36.6879997253418,36.6879997253418,36.6879997253418,36.6879997253418,36.6879997253418,28
2025-06-10,Silver,SI=F,36.54199981689453,36.54199981689453,36.54199981689453,36.45000076293945,36.459999084472656,133
2025-06-11,Silver,SI=F,36.16600036621094,36.16600036621094,36.27000045776367,36.09000015258789,36.09000015258789,33
2025-06-12,Silver,SI=F,36.2130012512207,36.2130012512207,36.2130012512207,35.7599983215332,35.7599983215332,51
2025-06-13,Silver,SI=F,36.28099822998047,36.28099822998047,36.314998626708984,36.20000076293945,36.20500183105469,90
2025-06-16,Silver,SI=F,36.37900161743164,36.37900161743164,36.37900161743164,36.25,36.25,6
2025-06-17,Silver,SI=F,37.09000015258789,37.09000015258789,37.255001068115234,36.810001373291016,36.810001373291016,60
2025-06-18,Silver,SI=F,36.86600112915039,36.86600112915039,37.17499923706055,36.86600112915039,37.17499923706055,0
2025-06-20,Silver,SI=F,35.97600173950195,35.97600173950195,35.97600173950195,35.775001525878906,35.775001525878906,2
2025-06-23,Silver,SI=F,36.15299987792969,36.15299987792969,36.165000915527344,36.15299987792969,36.15999984741211,7
2025-06-24,Silver,SI=F,35.70100021362305,35.70100021362305,35.83000183105469,35.599998474121094,35.83000183105469,10
2025-06-25,Silver,SI=F,36.084999084472656,36.084999084472656,36.084999084472656,36.084999084472656,36.084999084472656,2
2025-06-26,Silver,SI=F,36.58599853515625,36.58599853515625,36.58599853515625,36.310001373291016,36.310001373291016,43116
2025-06-27,Silver,SI=F,36.0369987487793,36.0369987487793,36.63999938964844,35.6349983215332,36.560001373291016,7734
2025-06-30,Silver,SI=F,35.85200119018555,35.85200119018555,36.119998931884766,35.27000045776367,35.89500045776367,191
2025-07-01,Silver,SI=F,36.082000732421875,36.082000732421875,36.5,35.845001220703125,36.060001373291016,74
2025-07-02,Silver,SI=F,36.42599868774414,36.42599868774414,36.45000076293945,35.97999954223633,35.97999954223633,512
2025-07-03,Silver,SI=F,36.784000396728516,36.784000396728516,36.939998626708984,36.349998474121094,36.40999984741211,0
2025-07-04,Silver,SI=F,36.775001525878906,36.775001525878906,36.775001525878906,36.775001525878906,36.775001525878906,0
2025-07-07,Silver,SI=F,36.6150016784668,36.6150016784668,37.09000015258789,36.125,37.09000015258789,362
2025-07-08,Silver,SI=F,36.47200012207031,36.47200012207031,36.685001373291016,36.2599983215332,36.685001373291016,463
2025-07-09,Silver,SI=F,36.35100173950195,36.35100173950195,36.3849983215332,36.27000045776367,36.3849983215332,34
2025-07-10,Silver,SI=F,37.03799819946289,37.03799819946289,37.40999984741211,36.63999938964844,36.63999938964844,746
2025-07-11,Silver,SI=F,38.67599868774414,38.67599868774414,38.93000030517578,37.45000076293945,37.45000076293945,687
2025-07-14,Silver,SI=F,38.46200180053711,38.46200180053711,39.13999938964844,38.36000061035156,39.099998474121094,103
2025-07-15,Silver,SI=F,37.83399963378906,37.83399963378906,38.33000183105469,37.67499923706055,38.279998779296875,183
2025-07-16,Silver,SI=F,37.85300064086914,37.85300064086914,38.05500030517578,37.790000915527344,37.970001220703125,218
2025-07-17,Silver,SI=F,38.055999755859375,38.055999755859375,38.19499969482422,37.84000015258789,37.84000015258789,147
2025-07-18,Silver,SI=F,38.222999572753906,38.222999572753906,38.51499938964844,38.222999572753906,38.51499938964844,52
2025-07-21,Silver,SI=F,39.10100173950195,39.10100173950195,39.125,38.994998931884766,38.994998931884766,73
2025-07-22,Silver,SI=F,39.31999969482422,39.31999969482422,39.35499954223633,38.915000915527344,38.915000915527344,67
2025-07-23,Silver,SI=F,39.27799987792969,39.27799987792969,39.40999984741211,39.220001220703125,39.40999984741211,51
2025-07-24,Silver,SI=F,39.020999908447266,39.020999908447266,39.130001068115234,38.84000015258789,39.060001373291016,59
2025-07-25,Silver,SI=F,38.16699981689453,38.16699981689453,38.93000030517578,38.040000915527344,38.93000030517578,7
2025-07-28,Silver,SI=F,38.0260009765625,38.0260009765625,38.189998626708984,38.02000045776367,38.130001068115234,154
2025-07-29,Silver,SI=F,38.08399963378906,38.08399963378906,38.130001068115234,38.060001373291016,38.130001068115234,1109
2025-07-30,Silver,SI=F,37.566001892089844,37.566001892089844,38.165000915527344,36.775001525878906,38.165000915527344,352
2025-07-31,Silver,SI=F,36.551998138427734,36.551998138427734,36.84000015258789,36.551998138427734,36.84000015258789,89
2025-08-01,Silver,SI=F,36.7869987487793,36.7869987487793,36.7869987487793,36.345001220703125,36.345001220703125,95
2025-08-04,Silver,SI=F,37.19200134277344,37.19200134277344,37.29999923706055,37.14500045776367,37.14500045776367,488
2025-08-05,Silver,SI=F,37.6870002746582,37.6870002746582,37.6870002746582,37.60499954223633,37.60499954223633,3
2025-08-06,Silver,SI=F,37.76599884033203,37.76599884033203,37.76599884033203,37.7599983215332,37.7599983215332,6
2025-08-07,Silver,SI=F,38.15800094604492,38.15800094604492,38.375,38.15800094604492,38.33000183105469,130
2025-08-08,Silver,SI=F,38.41699981689453,38.41699981689453,38.619998931884766,38.38999938964844,38.48500061035156,54
2025-08-11,Silver,SI=F,37.6619987487793,37.6619987487793,38.040000915527344,37.6619987487793,38.040000915527344,35
2025-08-12,Silver,SI=F,37.89899826049805,37.89899826049805,37.89899826049805,37.55500030517578,37.55500030517578,19
2025-08-13,Silver,SI=F,38.499000549316406,38.499000549316406,38.505001068115234,38.45000076293945,38.45000076293945,8
